NO	phoneno	new accountno	new business name	new business type	CAT 1	CAT 2	CAT 3	CAT 4	CAT 5	CAT 6	new suburb	new buss category	new 2021 bill amount	acctual arrears	new outstanding amount	DIVISION	new payment
2323	20200002731	AYW14063005001	POUNDS ARCHITECHURAL PLANNERS	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	ABELENKPE	D	736	0	736	14	0
2324	20200002732	AYW14113012001	EDDIE NIKOI CONSULTANCY (ANNEX)	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	DZORWULU	D	736	0	736	14	0
2325	20200002733	AYW14183007002	DOLLA & DREAM	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	AIRPORT WEST	D	736	0	736	14	0
2326	20200002734	AYW14154010001	RENAISSANCE AFRICA GROUP LTD.	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	AIRPORT WEST RES. AR	D	736	736.4	736	14	736.4
2327	20200002735	AYW14052006002	NOKIA SIEMENS TIETOLIIKENNE OY	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	ABELENKPE	D	736	0	736	14	0
2328	20200002736	AYW14052011002	ARG 1 AFRICAN LTD.	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	ABELENKPE	D	736	736.4	736.4	14	736
2329	20200002737	AYW14052011003	DESIGN EXPRESS LTD.	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	ABELENKPE	D	736	0	736	14	0
2330	20200002738	AYW14145002001	ANKAMAH LEGAL CONSULTANCY	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	DZORWULU	D	736	736.4	736	14	736.4
2331	20200002739	AYW14171009002	DE MEDEIROS & ASSOCIATES	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	AIRPORT WEST	D	736	0	736	14	0
2332	20200002740	AYW14195004007	REYNOLD'S C & CO.	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	AIRPORT COMMERCIAL	D	736	0	736	14	0
2333	20200002741	AYW14153009002	SNG PEDEBO PROFESSIONAL SERVICE	"PROFESSIONALSFIRMS/ INDIVIDUALS (ARCHITECTUAL, AUDITING, ACCOUNTING, ENGINEERING, LEGAL FIRMS ETC) GRAPHIC DESIGNERS, WEBSITE DESIGNERS"	23	194	978	978	978	978	AIRPORT WEST	D	736	0	736	14	0
2334	20200002745	AYW14168001002	THE ELIZABETH	REAL ESTATE MANAGERS	11	100	590	590	590	590	AIRPORT WEST	C	2630	2630	760	14	4500
2335	20200002746	AYW14176012003	VODACOM BUSINESS (GH) LTD.	INTERNET (DATA) SERVICE PROVIDERS	6	71	386	386	386	386	AIRPORT WEST	A	5600	0	5600	14	0
2336	20200002747	AYW14220008001	SUBAH INFO SOLUTION	INTERNET (DATA) SERVICE PROVIDERS	6	71	387	387	387	387	ROMAN RIDGE	B	2800	0	2800	14	0
2337	20200002748	AYW12088011001	WINMART PUBLISHERS	PUBLISHING HOUSES	1	3	8	8	8	8	NORTH DZORWU	C	1473	1472.8	1473.8	12	1472
2338	20200002749	AYW14162014001	AKKA KAPPA PROPERTIES	AGENTS	11	100	583	583	583	583	AIRPORT WEST	A	2104	2104	2104	14	2104
2339	20200002750	AYW13082004002	ANDO PROPERTIES	AGENTS	11	100	584	584	584	584	EAST LEGON	B	526	0	526	13	0
2340	20200002751	AYW13007025007	PROCAL ROOFS	AGENTS	11	100	584	584	584	584	EAST LEGON	B	526	0	526	13	0
2341	20200002752	AYW13076032001	M.M. HOMES	AGENTS	11	100	584	584	584	584	EAST LEGON	B	526	0	526	13	0
2342	20200002753	AYW13071001047	QUAO REALITY LTD.	AGENTS	11	100	584	584	584	584	EAST LEGON	B	526	0	526	13	0
2343	20200002754	AYW14179005001	PENNY LANE GHANA LIMITED	AGENTS	11	100	584	584	584	584	ROMAN RIDGE	B	526	0	526	14	0
2344	20200002755	AYW14121007001	NARROW GATE ESTATE AGENCY	AGENTS	11	100	584	584	584	584	DZORWULU	B	526	0	526	14	0
2345	20200002756	AYW14011007002	G. O. B PROPERTIES	AGENTS	11	100	584	584	584	584	TESANO	B	526	0	526	14	0
2346	20200002757	AYW14011006025	RABISCO AGENCY	AGENTS	11	100	584	584	584	584	TESANO	B	526	0	526	14	0
2347	20200002758	AYW14106003031	SPEED VALVE	AGENTS	11	100	584	584	584	584	DZORWULU	B	526	0	526	14	0
2348	20200002759	AYW14113030002	G T ESTATE LTD.	AGENTS	11	100	584	584	584	584	DZORWULU	B	526	0	526	14	0
2349	20200002760	AYW14046002001	K. SORRE PROPERTIES	AGENTS	11	100	584	584	584	584	ABELENKPE	B	526	526	-1948	14	3000
2350	20200002761	AYW14092012004	CROWN HILL PROPERTIES	AGENTS	11	100	584	584	584	584	DZORWULU	B	526	0	526	14	0
2351	20200002765	AYW14011010001	21ST CENTURY REAL ESTATE LTD	AGENTS	11	100	584	584	584	584	TESANO	B	526	0	526	14	0
2352	20200002766	AYW13037006009	HIS MAJESTY TIMBER LINE	AGENTS	11	100	585	585	585	585	EAST LEGON	C	263	0	263	13	0
2353	20200002767	AYW14153002011	DOMANI LIMITED	AGENTS	11	100	585	585	585	585	AIRPORT WEST	C	263	0	263	14	0
2354	20200002768	AYW14077017004	PROXY PLUS CONSULT	AGENTS	11	100	585	585	585	585	ABELENKPE	C	263	0	263	14	0
2355	20200002771	AYW14195003004	APPOLONIA DEVELOPMENT COMPANY LIMITED	REAL ESTATE DEVELOPERS	11	100	586	586	586	586	AIRPORT WEST RES. AR	A	8837	0	8837	14	0
2356	20200002773	AYW14179012001	DEUTRA CO. PLUS	REAL ESTATE DEVELOPERS	11	100	587	587	587	587	AIRPORT WEST	B	5470	5470.4	5470	14	5470.4
2357	20200002774	AYW14022004020	E C DEVELOPMENT CO. LTD	REAL ESTATE DEVELOPERS	11	100	587	587	587	587	AIRPORT WEST RES. AR	B	5470	0	5470	14	0
2358	20200002775	AYW14177024006	CHINA SHANDONG INT. GH. LTD.	REAL ESTATE DEVELOPERS	11	100	587	587	587	587	AIRPORT WEST	B	5470	0	5470	14	0
2359	20200002776	AYW14195001011	BLACKLVY GH. LTD.	REAL ESTATE DEVELOPERS	11	100	587	587	587	587	AIRPORT COMMERCIAL	B	5470	0	5470	14	0
2360	20200002777	AYW14178010001	IMPERIAL HOMES LIMITED	REAL ESTATE DEVELOPERS	11	100	587	587	587	587	ROMAN RIDGE	B	5470	0	5470	14	0
2361	20200002778	AYW12100027001	VENEZIA	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	SOUTH LEGON	C	2946	0	2946	12  paid	0
2362	20200002779	AYW13047015020	ROCK HILL PROPERTIES LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2363	20200002780	AYW13131008001	WILLOW PROPERTIES LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2364	20200002781	AYW13060015001	CPL DEVELOPERS LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2365	20200002782	AYW13133014001	MURPHY HOME LTD	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2366	20200002783	AYW13008001002	MARTINAS PROPERTIES	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2367	20200002784	AYW13013008001	RAHMA PROPERTIES LIMITED	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2368	20200002785	AYW13009008031	C. B. C. PROPERTIES	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	2945.6	2946.6	13	2945
2369	20200002786	AYW14125002001	SPECIAL INVESTMENT LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	2945.6	2946	14	2945.6
2370	20200002787	AYW14125002003	DESIGN RESOURCES ESTATES	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	0	2946	14	0
2371	20200002788	AYW14097017009	QUEENSTER REAL ESTATE	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	0	2946	14	0
2372	20200002789	AYW14126004001	WHITEWALL PROPERTIES	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	2945.6	2945.6	14	2946
2373	20200002790	AYW14011007007	CASABEL PROPERTIES	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	TESANO	C	2946	0	2946	14	0
2374	20200002791	AYW14203012001	RAINBOW PREMIER HOMES ESTATE LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	ROMAN RIDGE	C	2946	0	2946	14	0
2375	20200002792	AYW14198006001	WONTIRIM COMPANY LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT WEST	C	2946	0	2946	14	0
2376	20200002793	AYW14153014002	FINALI LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT WEST	C	2946	2945.6	2946	14	2945.6
2377	20200002794	AYW14158004002	HOME DIRECT	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT WEST	C	2946	2945.6	2946	14	2945.6
2378	20200002795	AYW14195001012	B & A DEVELOPMENT	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT COMMERCIAL	C	2946	0	2946	14	0
2379	20200002796	AYW14104008009	SQUARE MILE PROPERTIES LIMITED	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	0	2946	14	0
2380	20200002797	AYW14195002005	WESTPARK ENTERPRISE	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT WEST RES. AR	C	2946	2945.6	2946	14	2945.6
2381	20200002798	AYW14119005002	EDRICK SERVICE	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	2945.6	4391.6	14	1500
2382	20200002799	AYW14163010004	VERA CAUSA REALTY	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT WEST	C	2946	0	2946	14	0
2383	20200002800	AYW14010020001	KAS ESTATE	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	TESANO	C	2946	0	2946	14	0
2384	20200002801	AYW14182006001	SKYTRAIN INVESTMENT LTD.	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	AIRPORT WEST	C	2946	0	2946	14	0
2385	20200002802	AYW12096004006	WEST HILL RIDGE COMAPANY	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	NORTH DZORWULU	C	2946	0	2946	12	0
2386	20200002807	AYW13034040020	M & M HOMES	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	EAST LEGON	C	2946	0	2946	13	0
2387	20200002808	AYW14110012003	CASTLE GATE ESTATE	REAL ESTATE DEVELOPERS	11	100	588	588	588	588	DZORWULU	C	2946	0	2946	14	0
2388	20200002809	AYW14202004014	GRIT WEST AFRICA  LTD.	REAL ESTATE MANAGERS	11	100	589	589	589	589	ROMAN RIDGE	A	6300	0	6300	14	0
2389	20200002810	AYW14170016001	WILLAIM HEIGHTS	REAL ESTATE MANAGERS	11	100	590	590	590	590	AIRPORT WEST	B	4500	4500	4500	14	4500
2390	20200002811	AYW14221015001	PRO-MANAGEMENT	REAL ESTATE MANAGERS	11	100	590	590	590	590	ROMAN RIDGE	B	4500	0	4500	14	0
2391	20200002814	AYW14221016001	REAL ESTATE SERVICE CONSULT	REAL ESTATE MANAGERS	11	100	591	591	591	591	ROMAN RIDGE	C	2630	0	2630	14	0
2392	20200002816	AYW14149001002	EXCELLENT COOLING TECHNOLOGY	REFRIGERATION/AIRCONDITIONER MECHANICS	3	34	172	172	172	172	DZORWULU	A	295	0	295	14	0
2393	20200002817	AYW14002003001	ROYAL GATE REFRIGERATION	REFRIGERATION/AIRCONDITIONER MECHANICS	3	34	172	172	172	172	ABELENKPE	A	295	0	295	14	0
2394	20200002818	AYW14010024006	FRIMPONG REFRIGERATION	REFRIGERATION/AIRCONDITIONER MECHANICS	3	34	173	173	173	173	TESANO	B	63	0	63	14	0
2395	20200002819	AYW14153014014	BEN MELOMEY AIR CONDITIONING	REFRIGERATION/AIRCONDITIONER MECHANICS	3	34	173	173	173	173	AIRPORT WEST	B	63	63.12	63.12	14	63
2396	20200002820	AYW14059002002	QUARSHIEMAN REFRIGERATION	REFRIGERATION/AIRCONDITIONER MECHANICS	3	34	173	173	173	173	ABELENKPE	B	63	0	63	14	0
2397	20200002824	AYW13049002002	KOFFEE LOUNGE	RESTAURANTS	29	212	1060	1060	1060	1060	LA-BAWALESHIE ROAD	B	1400	1400	1400	13	1400
2398	20200002825	AYW13037103002	TASKYS	RESTAURANTS	29	212	1060	1060	1060	1060	0	B	1400	0	1400	13	0
2399	20200002826	AYW13071001054	COCO VANILLA	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	1400	1400	13	1400
2400	20200002827	AYW14116001025	ADAM CHICKEN	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	0	1400	14	0
2401	20200002829	AYW13050022004	ANDOS RESTAURANT & GRILL	RESTAURANTS	29	212	1061	1061	1061	1061	0	C	1000	0	1000	13	0
2402	20200002830	AYW13081005001	PINOCCHIO	RESTAURANTS	29	212	1062	1062	1062	1062	0	D	600	0	600	13	0
2403	20200002833	AYW13138004007	D N R TURKISH GRILL CO. LTD.	RESTAURANTS	29	212	1059	1059	1059	1059	EAST LEGON	A	2100	2100	2100	13	2100
2404	20200002834	AYW14126003001	PLACE CHINES RESTAURANT	RESTAURANTS	29	212	1059	1059	1059	1059	DZORWULU	A	2100	0	2100	14	0
2405	20200002835	AYW14224002004	DAISU HOSPITALITY LIMITED	RESTAURANTS	29	212	1059	1059	1059	1059	AIRPORT WEST RES. AR	A	2100	2100	2100	14	2100
2406	20200002836	AYW14155001003	GOLD COAST RESTAURANT LTD.	RESTAURANTS	29	212	1059	1059	1059	1059	AIRPORT WEST	A	2100	0	2100	14	0
2407	20200002837	AYW14177011003	APPOLO CAP GHANA LTD.	RESTAURANTS	16	136	726	726	726	726	AIRPORT WEST	A	2100	0	2100	14	0
2408	20200002838	AYW14153004010	BELFAST CITY MANAGEMENT LIMITED	RESTAURANTS	29	212	1059	1059	1059	1059	AIRPORT WEST	A	2100	0	2100	14	0
2409	20200002839	AYW13060005001	THE LIVING ROOM	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON EXTENSION	B	1400	0	1400	13	0
2410	20200002840	AYW13060029001	PALACE OF THE EAST CHINESE REST' T	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON EXTENSION	B	1400	1400	1400	13	1400
2411	20200002841	AYW13126011002	CHEZ  AFRIQUE	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2412	20200002842	AYW13076014001	NOBLE RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2413	20200002843	AYW13083037002	STARBITES ENTERPRISE	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2414	20200002844	AYW13104002001	YKD RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2415	20200002845	AYW13131009004	MCJOY RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2416	20200002846	AYW13071001040	THE HONEY SUCKLE PUB & RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2417	20200002847	AYW13026057001	W. W. RENDEVOUZ	RESTAURANTS	29	212	1060	1060	1060	1060	TRINITY COLLEGE	B	1400	0	1400	13	0
2418	20200002848	AYW13124006003	IRISH PUB/ATS	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2419	20200002849	AYW13085011003	9BS RESTAURANT LTD.	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2420	20200002850	AYW13051002001	COMEDOR LIMITED	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2421	20200002851	AYW13071001050	BURGER & RELISH	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2422	20200002852	AYW13147015001	BUSH KANTEEN	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2423	20200002853	AYW13092015003	THE LAB	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2424	20200002854	AYW13054015002	THE TOGOLESE POT LIMITED	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2425	20200002855	AYW13059005002	EXHALE LOUNGE	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	1400	1800	13	1000
2426	20200002856	AYW13034001003	MANGO'S RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2427	20200002857	AYW14155007001	CASPOT	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	0	1400	14	0
2428	20200002858	AYW14158009001	MANDARIN RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	0	1400	14	0
2429	20200002859	AYW14166012001	LA CHAUMIERE RESTAURANT LIMITED	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT HILL RES. AR	B	1400	1400	1400	14	1400
2430	20200002860	AYW14209011001	MICHELANGELO	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST RES. AR	B	1400	0	1400	14	0
2431	20200002861	AYW14090019001	MARVELS MINI GULF	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	1400	1400	14	1400
2432	20200002862	AYW14107001001	GSS INTERNATIONAL SOURCING  & SUPPLY	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	0	1400	14	0
2433	20200002863	AYW14113001010	PORTIONS COMPANY LTD.	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	0	1400	14	0
2434	20200002864	AYW14180003001	CI-GUSTA	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	0	1400	14	0
2435	20200002865	AYW14203013004	AZMERA RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	1400	2695	14	105
2436	20200002866	AYW14024001004	BARCELOS	RESTAURANTS	29	212	1060	1060	1060	1060	ACHIMOTA FOREST RESI	B	1400	0	1400	14	0
2437	20200002867	AYW14100002001	IMPERIAL PEKING CHINESE RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT HILL RES. AR	B	1400	1400	1400	14	1400
2438	20200002868	AYW14132006001	NEW AGE ROMAN HOLIDAY RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	0	1400	14	0
2439	20200002869	AYW14224002005	ALTO HOSPITALITY LIMITED	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST RES. AR	B	1400	1400	1400	14	1400
2440	20200002870	AYW14179016001	NEW BEIJIN CHINESE RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	0	1400	14	0
2441	20200002871	AYW14164018001	805 RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	1400	1400	14	1400
2442	20200002872	AYW14047002005	CORAL RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	0	1400	14	0
2443	20200002873	AYW14126006003	PALACE CHINESE RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	1400	1300	14	1500
2444	20200002874	AYW14192002002	AM & PM	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST	B	1400	1400	1400	14	1400
2445	20200002875	AYW14177011002	DELIBITE GH. LTD.	RESTAURANTS	29	212	1060	1060	1060	1060	AIRPORT WEST RES. AR	B	1400	0	1400	14	0
2446	20200002876	AYW13083007002	FRENCH FINGERS RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2447	20200002877	AYW14005030020	TAMARA RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	TESANO	B	1400	0	1400	14	0
2448	20200002878	AYW14104018001	8 0 5 RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	DZORWULU	B	1400	0	1400	14	0
2449	20200002882	AYW13131003003	K F C RESTAURANT	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	1400	1400	13	1400
2450	20200002883	AYW13071001019	THE CHOP BAR LTD.	RESTAURANTS	29	212	1060	1060	1060	1060	EAST LEGON	B	1400	0	1400	13	0
2451	20200002884	AYW12100001002	ROSY'S KITICHEN	RESTAURANTS	29	212	1061	1061	1061	1061	SOUTH LEGON	C	1000	0	1000	12	0
2452	20200002885	AYW12082002001	EL- CLAN	RESTAURANTS	29	212	1061	1061	1061	1061	KISSEIMAN	C	1000	0	1000	12  paid	0
2453	20200002886	AYW12102001012	PAMAS FOOD COURT	RESTAURANTS	29	212	1061	1061	1061	1061	UNIVERSITY O	C	1000	0	1000	12	0
2454	20200002887	AYW12102001016	AFTER THE SUNSET	RESTAURANTS	29	212	1061	1061	1061	1061	UNIVERSITY O	C	1000	0	1000	12	0
2455	20200002888	AYW13026005008	FOOD ROCKERS	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	1000	1700	13	300
2456	20200002889	AYW13129005004	YELLOW RESTAURANT	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2457	20200002890	AYW13007036003	FATI ISSAH	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2458	20200002891	AYW13027005001	ASANKA LOCAL	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2459	20200002892	AYW13002002001	N-LIFE ENTERPRISE	RESTAURANTS	29	212	1061	1061	1061	1061	TRINITY COLLEGE	C	1000	0	1000	13	0
2460	20200002893	AYW13063008001	DEBBIS LOCAL FOO	RESTAURANTS	29	212	1061	1061	1061	1061	AMBASSADORIAL ENCLAV	C	1000	0	1000	13	0
2461	20200002894	AYW13123037009	H-STREET XPRESS	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2462	20200002895	AYW13013015001	BAR NAAS	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2463	20200002896	AYW13073004002	ROSEJOY CO. LTD.	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2464	20200002897	AYW13085010020	CITRUS RESTAURANT	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2465	20200002898	AYW13049009005	KOFFEE LOUNGE	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2466	20200002899	AYW13009008010	DE LISH FAST FOOD RESTAURANT	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2467	20200002900	AYW13054003001	KEBAYA LOUNGE	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2468	20200002901	AYW13026005011	PAN EXPRESS	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2469	20200002902	AYW13106024003	LA BRASA	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	0	1000	13	0
2470	20200002903	AYW13061005001	MENSA CAFE & RESTAURANT	RESTAURANTS	29	212	1061	1061	1061	1061	AMBASSADORIAL ENCLAV	C	1000	0	1000	13	0
2471	20200002904	AYW13009008023	DELISH FAST FOOD	RESTAURANTS	29	212	1061	1061	1061	1061	EAST LEGON	C	1000	1000	1000	13	1000
2472	20200002905	AYW14002017002	CATERED AFFAIRS CATERING SERVICES	RESTAURANTS	29	212	1061	1061	1061	1061	TESANO	C	1000	0	1000	14	0
2473	20200002906	AYW14094025005	PAPALIZZI	RESTAURANTS	29	212	1061	1061	1061	1061	DZORWULU	C	1000	0	1000	14	0
2474	20200002907	AYW14113018001	HOME TASTE RESTAURANT & BAR (NO.1)	RESTAURANTS	29	212	1061	1061	1061	1061	DZORWULU	C	1000	0	1000	14	0
2475	20200002908	AYW14119001001	PERFECT TOUCH FAST FOOD	RESTAURANTS	29	212	1061	1061	1061	1061	DZORWULU	C	1000	1000	1000	14	1000
2476	20200002909	AYW14153006008	CASPOT	RESTAURANTS	29	212	1061	1061	1061	1061	AIRPORT WEST RES. AR	C	1000	0	1000	14	0
2477	20200002910	AYW14153006014	HAWA MOHAMMED	RESTAURANTS	29	212	1061	1061	1061	1061	AIRPORT WEST	C	1000	0	1000	14	0
2478	20200002911	AYW14153007011	BIG FISH FOODS	RESTAURANTS	29	212	1061	1061	1061	1061	AIRPORT WEST	C	1000	0	1000	14	0
2479	20200002912	AYW14203011002	LE'JARDIN	RESTAURANTS	29	212	1061	1061	1061	1061	ROMAN RIDGE	C	1000	0	1000	14	0
2480	20200002913	AYW14101009004	VISARI  LIMITED	RESTAURANTS	29	212	1061	1061	1061	1061	DZORWULU	C	1000	0	1000	14	0
2481	20200002914	AYW14120001014	URBAN TASTE RESTAURANT	RESTAURANTS	29	212	1061	1061	1061	1061	DZORWULU	C	1000	1000	1000	14	1000
2482	20200002915	AYW14209009005	MASTER PIECE RESTAURANT	RESTAURANTS	29	212	1061	1061	1061	1061	ROMAN RIDGE	C	1000	0	1000	14	0
2483	20200002916	AYW14018010006	ROLL & BAKE	RESTAURANTS	29	212	1061	1061	1061	1061	ABELENKPE	C	1000	0	1000	14	0
